house,year,name_jp,district,districttype,party_jp,party_id,party_en,result,experience,experience_lab,female,gender_lab,age,age_group,borninku,home_lab,educ_type,educ_lab,dynastic,dynastic_lab,busi_emp,busi_exec,celeb,bcrat,localbcrat,pref_assy,pref_gov,sec,magnitude,city_assy,anylocal_assy,mayor,district_jp,kana
HC,2013,岩本壮一郎,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,32,Under_40,1,Born inside district,0,High school,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,イワモト ソウイチロウ
HC,2013,大島九州男,National tier,PR,民主党,16,DPJ,1,2,"Currently in office, 1 term",0,Male,52,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,1,1,0,全国比例区,オオシマ クスオ
HC,2013,町川順子,National tier,PR,新党大地,99,Other,0,0,No experience,1,Female,54,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,マチカワ ジュンコ
HC,2013,塚原光男,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,65,60-69,1,Born inside district,2,Private university,0,None,0,1,1,0,0,0,0,0,48,0,0,0,全国比例区,ツカハラ ミツオ
HC,2013,仁比聡平,National tier,PR,共産党,5,JCP,1,1,"Formerly in office, 1 term",0,Male,49,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ニヒ ソウヘイ
HC,2013,紙智子,National tier,PR,共産党,5,JCP,1,4,"Currently in office, 2 terms",1,Female,58,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カミ トモコ
HC,2013,赤池誠章,National tier,PR,自民党,1,LDP,1,1,"Formerly in office, 1 term",0,Male,51,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,アカイケ マサアキ
HC,2013,西平守伸,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,62,60-69,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ニシヒラ モリノブ
HC,2013,木村義雄,National tier,PR,自民党,1,LDP,1,5,"Formerly in office, 3+ terms",0,Male,65,60-69,1,Born inside district,2,Private university,2,National-level elected politician,0,1,0,0,0,1,0,1,48,0,1,0,全国比例区,キムラ ヨシオ
HC,2013,山本陽子,National tier,PR,共産党,5,JCP,0,0,No experience,1,Female,59,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,ヤマモト ヨウコ
HC,2013,簗瀬進,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,63,60-69,1,Born inside district,1,Local public university,1,Local-level elected politician,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,ヤナセ ススム
HC,2013,佐々木洋平,National tier,PR,自民党,1,LDP,0,1,"Formerly in office, 1 term",0,Male,71,Over_70,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,ササキ ヨウヘイ
HC,2013,吉川沙織,National tier,PR,民主党,16,DPJ,1,2,"Currently in office, 1 term",1,Female,36,Under_40,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヨシカワ サオリ
HC,2013,石井一,National tier,PR,民主党,16,DPJ,0,6,"Currently in office, 3+ terms",0,Male,78,Over_70,1,Born inside district,2,Private university,1,Local-level elected politician,1,0,0,0,0,0,0,1,48,0,0,0,全国比例区,イシイ ハジメ
HC,2013,浅田ますみ,National tier,PR,日本維新の会,35,JIP,0,0,No experience,1,Female,46,40-49,1,Born inside district,2,Private university,1,Local-level elected politician,0,1,0,0,0,1,0,0,48,0,1,0,全国比例区,アサダ マスミ
HC,2013,若狭勝,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,56,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ワカサ マサル
HC,2013,矢内筆勝,National tier,PR,幸福実現党,99,Other,0,0,No experience,0,Male,51,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤナイ ヒッショウ
HC,2013,鴨桃代,National tier,PR,社民党,2,SDP,0,0,No experience,1,Female,64,60-69,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,カモ モモヨ
HC,2013,船曳鴻紅,National tier,PR,みんなの党,99,Other,0,0,No experience,1,Female,65,60-69,1,Born inside district,3,University of Tokyo,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,フナビキ コウコ
HC,2013,羽生田俊,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,65,60-69,1,Born inside district,2,Private university,2,National-level elected politician,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ハニュウダ タカシ
HC,2013,渡辺美知太郎,National tier,PR,みんなの党,99,Other,1,0,No experience,0,Male,30,Under_40,1,Born inside district,2,Private university,3,Cabinet minister,1,0,0,0,0,0,0,1,48,0,0,0,全国比例区,ワタナベ ミチタロウ
HC,2013,矢野敦子,National tier,PR,社民党,2,SDP,0,0,No experience,1,Female,45,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤノ アツコ
HC,2013,中山恭子,National tier,PR,日本維新の会,35,JIP,1,2,"Currently in office, 1 term",1,Female,73,Over_70,1,Born inside district,3,University of Tokyo,3,Cabinet minister,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,ナカヤマ キョウコ
HC,2013,太田房江,National tier,PR,自民党,1,LDP,1,0,No experience,1,Female,62,60-69,1,Born inside district,3,University of Tokyo,0,None,0,0,0,0,1,0,1,0,48,0,0,0,全国比例区,オオタ フサエ
HC,2013,河合純一,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,38,Under_40,1,Born inside district,2,Private university,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,カワイ ジュンイチ
HC,2013,浅賀由香,National tier,PR,共産党,5,JCP,0,0,No experience,1,Female,33,Under_40,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,アサカ ユカ
HC,2013,鹿野道彦,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,71,Over_70,1,Born inside district,2,Private university,2,National-level elected politician,0,0,0,0,0,0,0,1,48,0,0,0,全国比例区,カノ ミチヒコ
HC,2013,柘植芳文,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,67,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,ツゲ ヨシフミ
HC,2013,窪田哲也,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,47,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,クボタ テツヤ
HC,2013,藤原良信,National tier,PR,生活の党,36,PLP,0,2,"Currently in office, 1 term",0,Male,61,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,48,0,1,0,全国比例区,フジワラ ヨシノブ
HC,2013,大野拓夫,National tier,PR,グリーン,99,Other,0,0,No experience,0,Male,44,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,48,0,0,0,全国比例区,オオノ タクオ
HC,2013,長谷川羽衣子,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,32,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ハセガワ ウイコ
HC,2013,河野義博,National tier,PR,公明党,3,Komeito,1,0,No experience,0,Male,35,Under_40,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カワノ ヨシヒロ
HC,2013,井戸川克隆,National tier,PR,みどりの風,99,Other,0,0,No experience,0,Male,67,60-69,1,Born inside district,0,High school,0,None,0,1,0,0,0,0,0,0,48,0,0,1,全国比例区,イドガワ カツタカ
HC,2013,伊藤洋介,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,49,40-49,1,Born inside district,2,Private university,0,None,1,0,1,0,0,0,0,0,48,0,0,0,全国比例区,イトウ ヨウスケ
HC,2013,石上俊雄,National tier,PR,民主党,16,DPJ,1,0,No experience,0,Male,51,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イシガミ トシオ
HC,2013,石井竜馬,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,44,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イシイ リョウマ
HC,2013,室井邦彦,National tier,PR,日本維新の会,35,JIP,1,4,"Currently in office, 2 terms",0,Male,66,60-69,1,Born inside district,0,High school,0,None,0,0,0,0,0,1,0,0,48,1,1,0,全国比例区,ムロイ クニヒコ
HC,2013,相原久美子,National tier,PR,民主党,16,DPJ,1,2,"Currently in office, 1 term",1,Female,66,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,アイハラ クミコ
HC,2013,伊賀保夫,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,36,Under_40,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,1,1,0,全国比例区,イガ ヤスオ
HC,2013,若松謙維,National tier,PR,公明党,3,Komeito,1,5,"Formerly in office, 3+ terms",0,Male,57,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ワカマツ カネシゲ
HC,2013,井沢孝典,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,62,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イザワ タカノリ
HC,2013,山田正彦,National tier,PR,みどりの風,99,Other,0,5,"Formerly in office, 3+ terms",0,Male,71,Over_70,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマダ マサヒコ
HC,2013,木村隆次,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,55,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,キムラ リュウジ
HC,2013,樽井良和,National tier,PR,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,45,40-49,1,Born inside district,0,High school,0,None,0,1,0,0,0,0,0,1,48,0,0,0,全国比例区,タルイ ヨシカズ
HC,2013,前川光,National tier,PR,新党大地,99,Other,0,0,No experience,0,Male,64,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,マエカワ ヒカル
HC,2013,奥村慎太郎,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,58,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,48,0,1,1,全国比例区,オクムラ シンタロウ
HC,2013,定光克之,National tier,PR,民主党,16,DPJ,0,0,No experience,0,Male,53,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,サダミツ カツユキ
HC,2013,山崎泰,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,51,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,ヤマザキ タイ
HC,2013,佐々木隆博,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,64,60-69,1,Born inside district,0,High school,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,ササキ タカヒロ
HC,2013,又市征治,National tier,PR,社民党,2,SDP,1,4,"Currently in office, 2 terms",0,Male,69,60-69,1,Born inside district,0,High school,0,None,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,マタイチ セイジ
HC,2013,園田修光,National tier,PR,自民党,1,LDP,0,1,"Formerly in office, 1 term",0,Male,56,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,ソノダ シュウコウ
HC,2013,山_順子,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",1,Female,66,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,マドカ ヨリコ
HC,2013,雨宮秀樹,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,41,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,アメミヤ ヒデキ
HC,2013,小斉太郎,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,43,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,48,1,1,0,全国比例区,コサイ タロウ
HC,2013,米坂知昭,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,54,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヨネサカ トモアキ
HC,2013,井沢一明,National tier,PR,幸福実現党,99,Other,0,0,No experience,0,Male,54,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イザワ カズアキ
HC,2013,萩原仁,National tier,PR,新党大地,99,Other,0,1,"Formerly in office, 1 term",0,Male,45,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ハギハラ ヒトシ
HC,2013,川田龍平,National tier,PR,みんなの党,99,Other,1,2,"Currently in office, 1 term",0,Male,37,Under_40,1,Born inside district,2,Private university,2,National-level elected politician,0,0,0,0,0,0,0,1,48,0,0,0,全国比例区,カワダ リュウヘイ
HC,2013,木村雄一,National tier,PR,グリーン,99,Other,0,0,No experience,0,Male,53,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,キムラ ユウイチ
HC,2013,宮本周司,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,42,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ミヤモト シュウジ
HC,2013,三宅雪子,National tier,PR,生活の党,36,PLP,0,1,"Formerly in office, 1 term",1,Female,48,40-49,1,Born inside district,2,Private university,3,Cabinet minister,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ミヤケ ユキコ
HC,2013,佐藤正久,National tier,PR,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,52,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,サトウ マサヒサ
HC,2013,田宮嘉一,National tier,PR,新党大地,99,Other,0,0,No experience,0,Male,44,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,タミヤ カイチ
HC,2013,石井みどり,National tier,PR,自民党,1,LDP,1,2,"Currently in office, 1 term",1,Female,64,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イシイ ミドリ
HC,2013,中野正志,National tier,PR,日本維新の会,35,JIP,1,1,"Formerly in office, 1 term",0,Male,65,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,48,0,1,0,全国比例区,ナカノ マサシ
HC,2013,小池晃,National tier,PR,共産党,5,JCP,1,3,"Formerly in office, 2 terms",0,Male,53,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,コイケ アキラ
HC,2013,山田俊男,National tier,PR,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,66,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマダ トシオ
HC,2013,松葉玲,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,45,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,マツバ アキラ
HC,2013,有村治子,National tier,PR,自民党,1,LDP,1,4,"Currently in office, 2 terms",1,Female,42,40-49,1,Born inside district,2,Private university,1,Local-level elected politician,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,アリムラ ハルコ
HC,2013,新妻秀規,National tier,PR,公明党,3,Komeito,1,0,No experience,0,Male,43,40-49,1,Born inside district,3,University of Tokyo,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ニイヅマ ヒデキ
HC,2013,轟木利治,National tier,PR,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,53,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,トドロキ トシハル
HC,2013,辻源巳,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,41,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ツジ モトミ
HC,2013,須黒奈緒,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,34,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,1,1,0,全国比例区,スグロ ナオ
HC,2013,池内沙織,National tier,PR,共産党,5,JCP,0,0,No experience,1,Female,30,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イケウチ サオリ
HC,2013,東祥三,National tier,PR,生活の党,36,PLP,0,5,"Formerly in office, 3+ terms",0,Male,62,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,アズマ ショウゾウ
HC,2013,椙杜徳馬,National tier,PR,幸福実現党,99,Other,0,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,トクマ
HC,2013,三宅洋平,National tier,PR,グリーン,99,Other,0,0,No experience,0,Male,34,Under_40,0,Born outside district,2,Private university,0,None,1,0,1,0,0,0,0,0,48,0,0,0,全国比例区,ミヤケ ヨウヘイ
HC,2013,奥村展三,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,68,60-69,1,Born inside district,0,High school,1,Local-level elected politician,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,オクムラ テンゾウ
HC,2013,佐藤信秋,National tier,PR,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,65,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,サトウ ノブアキ
HC,2013,小高洋,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,32,Under_40,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,コダカ ヒロシ
HC,2013,ツルネンマルテイ,National tier,PR,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,73,Over_70,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,1,1,0,全国比例区,ツルネン マルテイ
HC,2013,川島信雄,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,54,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カワシマ ノブオ
HC,2013,梅沢重雄,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,60,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ウメザワ シゲオ
HC,2013,深沢淳,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,34,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,フカザワ アツシ
HC,2013,上野公成,National tier,PR,日本維新の会,35,JIP,0,3,"Formerly in office, 2 terms",0,Male,73,Over_70,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,ウエノ コウセイ
HC,2013,吉田公一,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,72,Over_70,1,Born inside district,1,Local public university,0,None,0,0,0,0,1,1,0,1,48,1,1,0,全国比例区,ヨシダ コウイチ
HC,2013,金子善次郎,National tier,PR,自民党,1,LDP,0,3,"Formerly in office, 2 terms",0,Male,69,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,カネコ ゼンジロウ
HC,2013,五十嵐文彦,National tier,PR,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,64,60-69,1,Born inside district,3,University of Tokyo,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イガラシ フミヒコ
HC,2013,猪木寛至,National tier,PR,日本維新の会,35,JIP,1,1,"Formerly in office, 1 term",0,Male,70,Over_70,1,Born inside district,0,High school,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,アントニオ イノキ
HC,2013,藤巻健史,National tier,PR,日本維新の会,35,JIP,1,0,No experience,0,Male,63,60-69,1,Born inside district,1,Local public university,2,National-level elected politician,0,1,1,0,0,0,0,0,48,0,0,0,全国比例区,フジマキ タケシ
HC,2013,武田良介,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,33,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,タケダ リョウスケ
HC,2013,山本香苗,National tier,PR,公明党,3,Komeito,1,4,"Currently in office, 2 terms",1,Female,42,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,ヤマモト カナエ
HC,2013,江上博之,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,58,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,1,0,0,0,48,1,1,0,全国比例区,エガミ ヒロユキ
HC,2013,内山晃,National tier,PR,新党大地,99,Other,0,5,"Formerly in office, 3+ terms",0,Male,59,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ウチヤマ アキラ
HC,2013,木村賢治,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,62,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,キムラ ケンジ
HC,2013,山岡賢次,National tier,PR,生活の党,36,PLP,0,5,"Formerly in office, 3+ terms",0,Male,70,Over_70,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマオカ ケンジ
HC,2013,松木謙公,National tier,PR,新党大地,99,Other,0,5,"Formerly in office, 3+ terms",0,Male,54,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,1,48,0,0,0,全国比例区,マツキ ケンコウ
HC,2013,衛藤晟一,National tier,PR,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,65,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,48,1,1,0,全国比例区,エトウ セイイチ
HC,2013,平木大作,National tier,PR,公明党,3,Komeito,1,0,No experience,0,Male,38,Under_40,1,Born inside district,3,University of Tokyo,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヒラキ ダイサク
HC,2013,四重田雅俊,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,50,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヨエダ マサトシ
HC,2013,柳本卓治,Osaka,MMD,自民党,1,LDP,1,5,"Formerly in office, 3+ terms",0,Male,68,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,4,1,1,0,大阪選挙区,ヤナギモト タクジ
HC,2013,長嶺忠,Osaka,MMD,無所属,10,Independent,0,0,No experience,0,Male,52,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,4,0,0,0,大阪選挙区,ナガミネ タダシ
HC,2013,東徹,Osaka,MMD,日本維新の会,35,JIP,1,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,0,1,0,1,4,0,1,0,大阪選挙区,アズマ トオル
HC,2013,藤島利久,Osaka,MMD,無所属,10,Independent,0,0,No experience,0,Male,51,50-59,0,Born outside district,0,High school,0,None,0,0,0,0,0,0,0,1,4,0,0,0,大阪選挙区,フジシマ トシヒサ
HC,2013,辰巳孝太郎,Osaka,MMD,共産党,5,JCP,1,0,No experience,0,Male,36,Under_40,1,Born inside district,2,Private university,1,Local-level elected politician,1,0,0,0,0,0,0,0,4,0,0,0,大阪選挙区,タツミ コータロー
HC,2013,吉羽美華,Osaka,MMD,新党大地,99,Other,0,0,No experience,1,Female,32,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,4,1,1,0,大阪選挙区,ヨシバ ミカ
HC,2013,梅村聡,Osaka,MMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,38,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,大阪選挙区,ウメムラ サトシ
HC,2013,安座間肇,Osaka,MMD,みんなの党,99,Other,0,0,No experience,0,Male,35,Under_40,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,1,4,0,0,0,大阪選挙区,アザマ ハジメ
HC,2013,森悦宏,Osaka,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,大阪選挙区,モリ ヨシヒロ
HC,2013,中村勝,Osaka,MMD,諸派,99,Other,0,0,No experience,0,Male,62,60-69,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,4,0,0,0,大阪選挙区,ナカムラ マサル
HC,2013,杉久武,Osaka,MMD,公明党,3,Komeito,1,0,No experience,0,Male,37,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,大阪選挙区,スギ ヒサタケ
HC,2013,礒崎陽輔,Oita,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,55,50-59,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,大分選挙区,イソザキ ヨウスケ
HC,2013,上田敦子,Oita,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,46,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,大分選挙区,ウエダ アツコ
HC,2013,後藤慎太郎,Oita,SMD,無所属,10,Independent,0,0,No experience,0,Male,38,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,大分選挙区,ゴトウ シンタロウ
HC,2013,山下魁,Oita,SMD,共産党,5,JCP,0,0,No experience,0,Male,36,Under_40,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,0,0,0,大分選挙区,ヤマシタ カイ
HC,2013,浦野英樹,Oita,SMD,みんなの党,99,Other,0,0,No experience,0,Male,44,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,1,1,0,大分選挙区,ウラノ ヒデキ
HC,2013,古賀友一郎,Nagasaki,SMD,自民党,1,LDP,1,0,No experience,0,Male,45,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,長崎選挙区,コガ ユウイチロウ
HC,2013,大久保潔重,Nagasaki,SMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,47,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,1,0,1,0,長崎選挙区,オオクボ ユキシゲ
HC,2013,山田聖人,Nagasaki,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,47,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,長崎選挙区,ヤマダ キヨト
