house,year,name_jp,district,districttype,party_jp,party_id,party_en,result,experience,experience_lab,female,gender_lab,age,age_group,borninku,home_lab,educ_type,educ_lab,dynastic,dynastic_lab,busi_emp,busi_exec,celeb,bcrat,localbcrat,pref_assy,pref_gov,sec,magnitude,city_assy,anylocal_assy,mayor,district_jp,kana
HC,2013,林祥三,Yamanashi,SMD,無所属,10,Independent,0,0,No experience,0,Male,65,60-69,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,山梨選挙区,ハヤシ ショウゾウ
HC,2013,荒川雅司,Shiga,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,38,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,滋賀選挙区,アラカワ マサシ
HC,2013,坪田五久男,Shiga,SMD,共産党,5,JCP,0,0,No experience,0,Male,54,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,滋賀選挙区,ツボタ イクオ
HC,2013,二之湯武史,Shiga,SMD,自民党,1,LDP,1,0,No experience,0,Male,36,Under_40,0,Born outside district,1,Local public university,2,National-level elected politician,0,1,0,0,0,0,0,0,1,0,0,0,滋賀選挙区,ニノユ タケシ
HC,2013,徳永久志,Shiga,SMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,50,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,1,0,1,0,滋賀選挙区,トクナガ ヒサシ
HC,2013,岩重仁子,Kagoshima,SMD,日本維新の会,35,JIP,0,0,No experience,1,Female,39,Under_40,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,鹿児島選挙区,イワシゲ サトコ
HC,2013,松沢力,Kagoshima,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,31,Under_40,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,鹿児島選挙区,マツザワ イサオ
HC,2013,皆吉稲生,Kagoshima,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,63,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,1,0,0,0,1,0,0,0,鹿児島選挙区,ミナヨシ イナオ
HC,2013,野口寛,Kagoshima,SMD,共産党,5,JCP,0,0,No experience,0,Male,67,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,1,1,0,鹿児島選挙区,ノグチ ヒロシ
HC,2013,尾辻秀久,Kagoshima,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,72,Over_70,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,鹿児島選挙区,オツジ ヒデヒサ
HC,2013,松浦大悟,Akita,SMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,43,40-49,0,Born outside district,2,Private university,0,None,0,0,1,0,0,0,0,0,1,0,0,0,秋田選挙区,マツウラ ダイゴ
HC,2013,西野晃,Akita,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,36,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,秋田選挙区,ニシノ アキラ
HC,2013,中泉松司,Akita,SMD,自民党,1,LDP,1,0,No experience,0,Male,34,Under_40,1,Born inside district,2,Private university,1,Local-level elected politician,1,0,0,0,0,1,0,1,1,0,1,0,秋田選挙区,ナカイズミ マツジ
HC,2013,佐竹良夫,Akita,SMD,共産党,5,JCP,0,0,No experience,0,Male,62,60-69,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,秋田選挙区,サタケ ヨシオ
HC,2013,渡辺英明,Niigata,MMD,社民党,2,SDP,0,0,No experience,0,Male,63,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,新潟選挙区,ワタナベ ヒデアキ
HC,2013,米山隆一,Niigata,MMD,日本維新の会,35,JIP,0,0,No experience,0,Male,45,40-49,1,Born inside district,3,University of Tokyo,0,None,0,1,0,0,0,0,0,0,2,0,0,0,新潟選挙区,ヨネヤマ リュウイチ
HC,2013,安久美与子,Niigata,MMD,無所属,10,Independent,0,0,No experience,1,Female,78,Over_70,0,Born outside district,0,High school,0,None,0,0,0,0,0,0,0,0,2,1,1,0,新潟選挙区,アンキュウ ミヨコ
HC,2013,生越寛明,Niigata,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,48,40-49,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,2,0,0,0,新潟選挙区,オゴセ ヒロアキ
HC,2013,西沢博,Niigata,MMD,共産党,5,JCP,0,0,No experience,0,Male,33,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,新潟選挙区,ニシザワ ヒロシ
HC,2013,塚田一郎,Niigata,MMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,49,40-49,1,Born inside district,2,Private university,3,Cabinet minister,1,0,0,0,0,0,0,1,2,0,0,0,新潟選挙区,ツカダ イチロウ
HC,2013,森裕子,Niigata,MMD,生活の党,36,PLP,0,4,"Currently in office, 2 terms",1,Female,57,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,2,1,1,0,新潟選挙区,モリ ユウコ
HC,2013,風間直樹,Niigata,MMD,民主党,16,DPJ,1,2,"Currently in office, 1 term",0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,2,0,1,0,新潟選挙区,カザマ ナオキ
HC,2013,松沢成文,Kanagawa,MMD,みんなの党,99,Other,1,5,"Formerly in office, 3+ terms",0,Male,55,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,1,0,4,0,1,0,神奈川選挙区,マツザワ シゲフミ
HC,2013,畑野君枝,Kanagawa,MMD,共産党,5,JCP,0,1,"Formerly in office, 1 term",1,Female,56,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,ハタノ キミエ
HC,2013,佐々木さやか,Kanagawa,MMD,公明党,3,Komeito,1,0,No experience,1,Female,32,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,ササキ サヤカ
HC,2013,森下正勝,Kanagawa,MMD,無所属,10,Independent,0,0,No experience,0,Male,69,60-69,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,モリシタ マサカツ
HC,2013,水戸将史,Kanagawa,MMD,日本維新の会,35,JIP,0,2,"Currently in office, 1 term",0,Male,50,50-59,0,Born outside district,2,Private university,0,None,1,0,0,0,0,1,0,1,4,0,1,0,神奈川選挙区,ミト マサシ
HC,2013,牧山弘恵,Kanagawa,MMD,民主党,16,DPJ,1,2,"Currently in office, 1 term",1,Female,48,40-49,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,マキヤマ ヒロエ
HC,2013,島村大,Kanagawa,MMD,自民党,1,LDP,1,0,No experience,0,Male,52,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,シマムラ ダイ
HC,2013,溝口敏盛,Kanagawa,MMD,諸派,99,Other,0,0,No experience,0,Male,66,60-69,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,ミゾグチ トシモリ
HC,2013,及川幸久,Kanagawa,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,53,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,4,0,0,0,神奈川選挙区,オイカワ ユキヒサ
HC,2013,木村栄子,Kanagawa,MMD,社民党,2,SDP,0,0,No experience,1,Female,65,60-69,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,4,1,1,0,神奈川選挙区,キムラ エイコ
HC,2013,露木順一,Kanagawa,MMD,みどりの風,99,Other,0,0,No experience,0,Male,57,50-59,1,Born inside district,3,University of Tokyo,1,Local-level elected politician,1,0,0,0,0,0,0,0,4,0,0,1,神奈川選挙区,ツユキ ジュンイチ
HC,2013,平山幸司,Aomori,SMD,生活の党,36,PLP,0,2,"Currently in office, 1 term",0,Male,43,40-49,1,Born inside district,2,Private university,0,None,0,1,0,1,0,0,0,0,1,0,0,0,青森選挙区,ヒラヤマ コウジ
HC,2013,滝沢求,Aomori,SMD,自民党,1,LDP,1,0,No experience,0,Male,54,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,1,0,1,1,0,1,0,青森選挙区,タキサワ モトメ
HC,2013,石田昭弘,Aomori,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,54,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,青森選挙区,イシダ アキヒロ
HC,2013,工藤信,Aomori,SMD,無所属,10,Independent,0,0,No experience,0,Male,59,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,青森選挙区,クドウ シン
HC,2013,波多野里奈,Aomori,SMD,みんなの党,99,Other,0,0,No experience,1,Female,40,40-49,0,Born outside district,2,Private university,0,None,0,1,1,0,0,0,0,0,1,0,0,0,青森選挙区,ハタノ リナ
HC,2013,吉俣洋,Aomori,SMD,共産党,5,JCP,0,0,No experience,0,Male,39,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,青森選挙区,ヨシマタ ヨウ
HC,2013,牧野京夫,Shizuoka,MMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,54,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,1,0,0,2,0,1,0,静岡選挙区,マキノ タカオ
HC,2013,鈴木唯記子,Shizuoka,MMD,みんなの党,99,Other,0,0,No experience,1,Female,38,Under_40,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,2,0,0,0,静岡選挙区,スズキ ユキコ
HC,2013,榛葉賀津也,Shizuoka,MMD,民主党,16,DPJ,1,4,"Currently in office, 2 terms",0,Male,46,40-49,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,0,0,0,0,2,1,1,0,静岡選挙区,シンバ カヅヤ
HC,2013,望月飛竜,Shizuoka,MMD,日本維新の会,35,JIP,0,0,No experience,0,Male,43,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,2,0,0,0,静岡選挙区,モチヅキ ヒリュウ
HC,2013,森大介,Shizuoka,MMD,共産党,5,JCP,0,0,No experience,0,Male,44,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,静岡選挙区,モリ ダイスケ
HC,2013,中野雄太,Shizuoka,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,39,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,静岡選挙区,ナカノ ユウタ
HC,2013,宮元智,Ishikawa,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,53,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,石川選挙区,ミヤモト サトシ
HC,2013,一川保夫,Ishikawa,SMD,民主党,16,DPJ,0,6,"Currently in office, 3+ terms",0,Male,71,Over_70,1,Born inside district,1,Local public university,1,Local-level elected politician,0,0,0,1,0,1,0,0,1,0,1,0,石川選挙区,イチカワ ヤスオ
HC,2013,山田修路,Ishikawa,SMD,自民党,1,LDP,1,0,No experience,0,Male,59,50-59,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,石川選挙区,ヤマダ シュウジ
HC,2013,浜崎茂,Ishikawa,SMD,無所属,10,Independent,0,0,No experience,0,Male,45,40-49,1,Born inside district,0,High school,0,None,0,1,1,0,0,0,0,0,1,0,0,0,石川選挙区,ハマサキ シゲル
HC,2013,亀田良典,Ishikawa,SMD,共産党,5,JCP,0,0,No experience,0,Male,64,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,石川選挙区,カメダ リョウスケ
HC,2013,石井準一,Chiba,MMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,55,50-59,1,Born inside district,0,High school,0,None,0,1,0,0,0,1,0,1,3,0,1,0,千葉選挙区,イシイ ジュンイチ
HC,2013,寺田昌弘,Chiba,MMD,みんなの党,99,Other,0,0,No experience,0,Male,45,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,3,0,0,0,千葉選挙区,テラダ マサヒロ
HC,2013,松島弘典,Chiba,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,56,50-59,0,Born outside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,3,0,0,0,千葉選挙区,マツシマ ヒロノリ
HC,2013,花崎広毅,Chiba,MMD,日本維新の会,35,JIP,0,0,No experience,0,Male,36,Under_40,0,Born outside district,0,High school,0,None,0,0,0,0,0,1,0,1,3,0,1,0,千葉選挙区,ハナザキ ヒロキ
HC,2013,渡辺裕一,Chiba,MMD,諸派,99,Other,0,0,No experience,0,Male,58,50-59,0,Born outside district,0,High school,0,None,0,1,0,0,0,0,0,0,3,0,0,0,千葉選挙区,ワタナベ ユウイチ
HC,2013,寺尾賢,Chiba,MMD,共産党,5,JCP,0,0,No experience,0,Male,37,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,3,0,0,0,千葉選挙区,テラオ サトシ
HC,2013,太田和美,Chiba,MMD,生活の党,36,PLP,0,3,"Formerly in office, 2 terms",1,Female,33,Under_40,1,Born inside district,0,High school,0,None,0,1,0,0,0,1,0,0,3,0,1,0,千葉選挙区,オオタ カズミ
HC,2013,豊田俊郎,Chiba,MMD,自民党,1,LDP,1,0,No experience,0,Male,60,60-69,1,Born inside district,0,High school,0,None,0,1,0,0,0,1,0,0,3,0,1,1,千葉選挙区,トヨダ トシロウ
HC,2013,長浜博行,Chiba,MMD,民主党,16,DPJ,1,6,"Currently in office, 3+ terms",0,Male,54,50-59,0,Born outside district,2,Private university,0,None,0,1,0,0,0,0,0,1,3,0,0,0,千葉選挙区,ナガハマ ヒロユキ
HC,2013,山下芳生,National tier,PR,共産党,5,JCP,1,4,"Currently in office, 2 terms",0,Male,53,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマシタ ヨシキ
HC,2013,山本幸治,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,41,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,ヤマモト コウジ
HC,2013,山東昭子,National tier,PR,自民党,1,LDP,1,6,"Currently in office, 3+ terms",1,Female,71,Over_70,1,Born inside district,2,Private university,2,National-level elected politician,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,サントウ アキコ
HC,2013,村上信夫,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,49,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,ムラカミ ノブオ
HC,2013,鈴木宗男,National tier,PR,新党大地,99,Other,0,5,"Formerly in office, 3+ terms",0,Male,73,Over_70,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,スズキ ムネオ
HC,2013,佐竹雅昭,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,47,40-49,1,Born inside district,2,Private university,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,サタケ マサアキ
HC,2013,橋本勉,National tier,PR,新党大地,99,Other,0,1,"Formerly in office, 1 term",0,Male,59,50-59,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ハシモト ベン
HC,2013,大西理,National tier,PR,共産党,5,JCP,0,0,No experience,0,Male,47,40-49,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,オオニシ オサム
HC,2013,片岡伸子,National tier,PR,日本維新の会,35,JIP,0,0,No experience,1,Female,43,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カタオカ ノブコ
HC,2013,井上義行,National tier,PR,みんなの党,99,Other,1,0,No experience,0,Male,50,50-59,1,Born inside district,2,Private university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,イノウエ ヨシユキ
HC,2013,桜井よう子,National tier,PR,日本維新の会,35,JIP,0,0,No experience,1,Female,71,Over_70,1,Born inside district,0,High school,0,None,0,0,0,0,0,1,0,0,48,1,1,0,全国比例区,サクライ ヨウコ
HC,2013,清水定幸,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,42,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,シミズ サダユキ
HC,2013,菊地文博,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,53,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,1,0,1,48,0,1,0,全国比例区,キクチ フミヒロ
HC,2013,栗原博久,National tier,PR,日本維新の会,35,JIP,0,5,"Formerly in office, 3+ terms",0,Male,66,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,1,0,0,1,48,0,0,0,全国比例区,クリハラ ヒロヒサ
HC,2013,広野允士,National tier,PR,生活の党,36,PLP,0,6,"Currently in office, 3+ terms",0,Male,70,Over_70,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,ヒロノ タダシ
HC,2013,笹節子,National tier,PR,新党大地,99,Other,0,0,No experience,1,Female,61,60-69,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ササ セツコ
HC,2013,石川輝久,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,63,60-69,1,Born inside district,2,Private university,0,None,1,0,0,0,0,1,0,1,48,0,1,0,全国比例区,イシカワ テルヒサ
HC,2013,富山泰庸,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,42,40-49,1,Born inside district,2,Private university,0,None,0,1,1,0,0,0,0,0,48,0,0,0,全国比例区,トミヤマ ヨシノブ
HC,2013,川合孝典,National tier,PR,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,49,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カワイ タカノリ
HC,2013,高田貴代子,National tier,PR,日本維新の会,35,JIP,0,0,No experience,1,Female,75,Over_70,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,タカタ キヨコ
HC,2013,宮地広介,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,38,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ミヤチ コウスケ
HC,2013,富岡由紀夫,National tier,PR,みんなの党,99,Other,0,1,"Formerly in office, 1 term",0,Male,49,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,トミオカ ユキオ
HC,2013,川口浩,National tier,PR,日本維新の会,35,JIP,0,1,"Formerly in office, 1 term",0,Male,58,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,カワグチ ヒロシ
HC,2013,菅原直敏,National tier,PR,みんなの党,99,Other,0,0,No experience,0,Male,35,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,1,1,0,全国比例区,スガワラ ナオトシ
HC,2013,二瓶文隆,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,54,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,1,1,0,全国比例区,ニヘイ フミタカ
HC,2013,島崎直美,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,54,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,シマザキ ナオミ
HC,2013,磯崎哲史,National tier,PR,民主党,16,DPJ,1,0,No experience,0,Male,44,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,イソザキ テツジ
HC,2013,本田顕子,National tier,PR,みんなの党,99,Other,0,0,No experience,1,Female,41,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,1,48,0,0,0,全国比例区,ホンダ アキコ
HC,2013,畦元将吾,National tier,PR,自民党,1,LDP,0,0,No experience,0,Male,55,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,アゼモト ショウゴ
HC,2013,石田昌宏,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,46,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,0,0,0,0,0,1,48,0,0,0,全国比例区,イシダ マサヒロ
HC,2013,井上哲士,National tier,PR,共産党,5,JCP,1,4,"Currently in office, 2 terms",0,Male,55,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,1,48,0,0,0,全国比例区,イノウエ サトシ
HC,2013,鈴木充,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,58,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,スズキ ミツル
HC,2013,丸山和也,National tier,PR,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,67,60-69,1,Born inside district,2,Private university,0,None,0,0,1,1,0,0,0,0,48,0,0,0,全国比例区,マルヤマ カズヤ
HC,2013,松村譲裕,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,マツムラ ヨシヤス
HC,2013,大江康弘,National tier,PR,自民党,1,LDP,0,3,"Formerly in office, 2 terms",0,Male,59,50-59,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,オオエ ヤスヒロ
HC,2013,木田節子,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,59,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,キダ セツコ
HC,2013,山城博治,National tier,PR,社民党,2,SDP,0,0,No experience,0,Male,60,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,1,0,0,0,48,0,0,0,全国比例区,ヤマシロ ヒロジ
HC,2013,はたともこ,National tier,PR,生活の党,36,PLP,0,2,"Currently in office, 1 term",1,Female,46,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ハタ トモコ
HC,2013,石井義哲,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,56,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,イシイ ヨシアキ
HC,2013,平智之,National tier,PR,みんなの党,99,Other,0,1,"Formerly in office, 1 term",0,Male,54,50-59,1,Born inside district,1,Local public university,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,タイラ トモユキ
HC,2013,鷲岡秀明,National tier,PR,公明党,3,Komeito,0,0,No experience,0,Male,48,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ワシオカ ヒデアキ
HC,2013,神本美恵子,National tier,PR,民主党,16,DPJ,1,4,"Currently in office, 2 terms",1,Female,65,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,カミモト ミエコ
HC,2013,遠藤宣彦,National tier,PR,日本維新の会,35,JIP,0,1,"Formerly in office, 1 term",0,Male,50,50-59,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,1,48,0,0,0,全国比例区,エンドウ ノブヒコ
HC,2013,田口まゆ,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,39,Under_40,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,タグチ マユ
HC,2013,渡辺美樹,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,53,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ワタナベ ミキ
HC,2013,土田博和,National tier,PR,日本維新の会,35,JIP,0,1,"Formerly in office, 1 term",0,Male,63,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ツチダ ヒロカズ
HC,2013,石原結實,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,64,60-69,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,イシハラ ユウミ
HC,2013,宮崎健治,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,0,48,0,0,0,全国比例区,ミヤザキ ケンジ
HC,2013,山本博司,National tier,PR,公明党,3,Komeito,1,2,"Currently in office, 1 term",0,Male,58,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマモト ヒロシ
HC,2013,山口和之,National tier,PR,みんなの党,99,Other,1,1,"Formerly in office, 1 term",0,Male,57,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ヤマグチ カズユキ
HC,2013,竹内栄一,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,60,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,0,全国比例区,タケウチ エイイチ
HC,2013,尾形慶子,National tier,PR,グリーン,99,Other,0,0,No experience,1,Female,56,50-59,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,オガタ ケイコ
HC,2013,矢口健一,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,41,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,1,48,0,0,0,全国比例区,ヤグチ ケンイチ
HC,2013,儀間光男,National tier,PR,日本維新の会,35,JIP,1,0,No experience,0,Male,69,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,0,48,0,1,1,全国比例区,ギマ ミツオ
HC,2013,浜野喜史,National tier,PR,民主党,16,DPJ,1,0,No experience,0,Male,52,50-59,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ハマノ ヨシフミ
HC,2013,谷岡郁子,National tier,PR,みどりの風,99,Other,0,2,"Currently in office, 1 term",1,Female,59,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,タニオカ クニコ
HC,2013,橋本聖子,National tier,PR,自民党,1,LDP,1,6,"Currently in office, 3+ terms",1,Female,48,40-49,1,Born inside district,0,High school,0,None,0,0,1,0,0,0,0,0,48,0,0,0,全国比例区,ハシモト セイコ
HC,2013,魚住裕一郎,National tier,PR,公明党,3,Komeito,1,6,"Currently in office, 3+ terms",0,Male,60,60-69,1,Born inside district,3,University of Tokyo,0,None,0,0,0,0,0,0,0,0,48,0,0,0,全国比例区,ウオズミ ユウイチロウ
HC,2013,北村経夫,National tier,PR,自民党,1,LDP,1,0,No experience,0,Male,58,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,0,0,0,全国比例区,キタムラ ツネオ
HC,2013,瀬戸健一郎,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,51,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,48,1,1,0,全国比例区,セト ケンイチロウ
HC,2013,松本孝一,National tier,PR,日本維新の会,35,JIP,0,0,No experience,0,Male,53,50-59,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,48,0,0,0,全国比例区,マツモト コウイチ
